Year of Manufacture,Car Make,Car Full Title,Cash Price (USD),Exterior,Interior,Mileage,Fuel Type,MPG,Transmission,Drivetrain,Engine,Location,Listed Since,VIN,Stock Number,Features,Financing Support,Price Category,City MPG,Highway MPG,Price Segment,Top Exterior Color,State,Top State,Listed Days,Cluster,Expected_Days_To_Sell,Probability_Sold_30Days,Total_Expected_Days
2023,Nissan,2023 Nissan Frontier Pro-X Crew Cab 2Wd,20998,Tactical Green Metallic,Charcoal W/Lava Red Stit,95989,Gas,18 city / 24 highway,Automatic Transmission,Rwd,3.8L V-6 Gas V,"Roseville, Ca",125 days ago,1N6ED1EJ1PN607729,PN607729PW,"Charcoal with Lava Red Stit, Pro Embroidered Premium Cloth Seat Trim; Technology Package; Remote Engine Starter Accessory; Tow Package; Pro X Mud Flaps; Off Road Style Step Rails; Electronic Tailgate Lock; Carpeted Floor Mats; See less; Wheel Type; Navigation; Apple CarPlay; Android Auto; Remote Engine Start; See all features; Driver Air Bag; Passenger Air Bag; Front Side Air Bag; Front Head Air Bag; Rear Head Air Bag; See all features",Yes,Mid-range (15K-30K),18.0,24.0,Mid-range,Other,california,california,125.0,1,5.55,0.3976812814515995,130.55
2010,Toyota,2010 Toyota Corolla Le Automatic,6995,Gray,Ash,109558,Gas,26 city / 34 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Levittown, Pa",160 days ago,1NXBU4EE2AZ340183,s242,Abs - 4-Wheel; Active Head Restraints - Dual Front; Air Filtration; Airbag Deactivation - Occupant Sensing Passenger; Antenna Type - Element; Anti-Theft System - Vehicle Immobilizer; Auxiliary Audio Input - Jack; Braking Assist; Cargo Area Light; Center Console - Front Console With Storage; Child Safety Door Locks; Child Seat Anchors - Latch System; Cupholders - Rear; Daytime Running Lights; Door Handle Color - Body-Color; Driver Seat Manual Adjustments - Height; Electronic Brakeforce Distribution; Emergency Interior Trunk Release; Emergency Locking Retractors - Rear; External Temperature Display; Front Air Conditioning; Front Air Conditioning Zones - Single; Front Airbags - Dual; Front Brake Diameter - 10.8; Front Brake Type - Ventilated Disc; Front Headrests - Adjustable; Front Seat Type - Bucket; Front Seatbelts - 3-Point; Front Shock Type - Gas; Front Spring Type - Coil; Front Stabilizer Bar - Diameter 24 Mm; Front Struts - Macpherson; Front Suspension Classification - Independent; Front Suspension Type - Lower Control Arms; Front Wipers - Intermittent; Gauge - Tachometer; Grille Color - Black; Headlights - Auto On/Off; In-Dash Cd - Single Disc; Mirror Color - Body-Color; Multi-Function Remote - Trunk Release; One-Touch Windows - 1; Passenger Seat Manual Adjustments - 4; Power Door Locks - Auto-Locking; Power Outlet(S) - Two 12v; Power Steering; Power Windows; Radio - Am/Fm; Reading Lights - Front; Rear Brake Diameter - 9.0; Rear Brake Type - Drum; Rear Headrests - Adjustable; Rear Seat Folding; Rear Seat Type - 60-40 Split Bench; Rear Seatbelts - 3-Point; Rear Shock Type - Gas; Rear Spring Type - Coil; Rear Stabilizer Bar - Diameter 20 Mm; Rear Suspension Classification - Semi-Independent; Rear Suspension Type - Torsion Beam; Satellite Radio - Siriusxm; Seatbelt Force Limiters - Front; Seatbelt Pretensioners - Front; Side Airbags - Front; Side Curtain Airbags - Rear; Side Mirror Adjustments - Power; Spare Tire Mount Location - Inside; Spare Tire Size - Temporary; Spare Wheel Type - Steel; Speed Sensitive Volume Control; Stability Control; Steering Ratio - 17.4; Steering Wheel - Tilt And Telescopic; Tire Pressure Monitoring System; Tire Type - All Season; Total Speakers - 4; Traction Control; Turns Lock-To-Lock - 3.40; Upholstery - Cloth; Vanity Mirrors - Dual; Warnings And Reminders - Low Oil Pressure; Wheel Covers - Full; Wheels - Steel; Window Defogger - Rear; See less,No,Affordable (5K-15K),26.0,34.0,Affordable,Gray,pennsylvania,Unmatched,160.0,5,10.8,0.5880243414303681,170.8
2021,Volkswagen,2021 Volkswagen Atlas Cross Sport 3.6L V6 Sel Fwd,18500,Deep Black Pearl,Dark Beige,78039,Gas,18 city / 23 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Jacksonville, Fl",34 days ago,1V2EE2CA5MC210443,10443A,Privacy Cover; Rubber Mats Kit; Frameless Self Dimming Rearview Mirror; VW Care; Wheel Type; Moonroof; Power Trunk/Liftgate; Navigation; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; Tow Hitch; See less; Driver Air Bag; Passenger Air Bag; Front Side Air Bag; Front Head Air Bag; Rear Head Air Bag; See all features,Yes,Mid-range (15K-30K),18.0,23.0,Mid-range,Other,florida,florida,34.0,1,6.6,0.4069644317786997,40.6
2021,Volkswagen,2021 Volkswagen Atlas 2.0T S 4Motion,18104,Deep Black Pearl,Titan Black,81386,Gas,20 city / 24 highway,Automatic Transmission,Awd,2.0L Inline-4 Gas Inline,"Oklahoma City, Ok",61 days ago,1V2GP2CA4MC530775,1722A,"Rubber Mats Kit Bench Seat; Titan Black, Cloth Seating Surfaces; Wheel Type; Apple CarPlay; Android Auto; Third Row Seating; Blind Spot System; Backup Camera; Bluetooth; See less; 6 Speakers; AM/FM radio; Radio data system; Radio: Composition Color w/6.5'' Touchscreen; Air Conditioning; See all features",Yes,Mid-range (15K-30K),20.0,24.0,Mid-range,Other,oklahoma,Unmatched,61.0,1,15.6,0.4153171303474482,76.6
2019,Volkswagen,2019 Volkswagen Atlas V6 Sel Premium 3.6L 4Motion,18999,Pacific Blue Metallic,White,104028,Gas,17 city / 23 highway,Automatic Transmission,Awd,3.6L V-6 Gas V,"Dallas, Tx",61 days ago,1V2NR2CA2KC502908,502908,Wheel Type; Moonroof; Power Trunk/Liftgate; Premium Audio; Navigation; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Front Cooled Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; Tow Hitch; See less; LED Headlamps; ABS (4-Wheel); Power Door Locks; Lane Keeping Assist; Side Air Bags; See all features,Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,texas,texas,61.0,1,10.95,0.2790569137023868,71.95
2018,Volkswagen,2018 Volkswagen Atlas V6 Sel Premium 4Motion,18701,Deep Black Pearl,Titan Black,56304,Gas,17 city / 23 highway,Automatic Transmission,Awd,3.6L V-6 Gas V,"Coconut Creek, Fl",4 days ago,1V2NR2CA8JC570239,9V22085A,"Alternate Front Grille; Titan Black, Perforated Vienna Leather Seating Surfaces; Wheel Type; Moonroof; Power Trunk/Liftgate; Premium Audio; Navigation; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Front Cooled Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; Tow Hitch; See less; All Wheel Drive; Tow Hitch; Power Steering; ABS; 4-Wheel Disc Brakes; See all features",Yes,Mid-range (15K-30K),17.0,23.0,Mid-range,Other,florida,florida,4.0,1,43.91616576683624,0.3392882245696248,47.91616576683624
2018,Volkswagen,2018 Volkswagen Passat R-Line,10900,Platinum Gray Metallic,Titan Black,71600,Gas,25 city / 36 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Virginia Beach, Va",72 days ago,1VWAA7A30JC051742,,"Monster Mats Rubber Mats Kit (Set Of 4); Roadside Assistance Kit; R Line Lighting Package; Titan Black, Perforated V Tex Leatherette Seating Surfaces; Wheel Type; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Climate Control; Cruise Control; Blind Spot System; Backup Camera; Bluetooth; See less; Exhaust Tip Color - Stainless Steel; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Chrome; Mirror Color - Body-Color; See all features",Yes,Affordable (5K-15K),25.0,36.0,Affordable,Other,virginia,virginia,72.0,6,3.6,0.5259583161776278,75.6
2017,Volkswagen,2017 Volkswagen Passat S 1.8T Auto,7495,Deep Black Pearl,Titan Black,105441,Gas,23 city / 34 highway,Automatic Transmission,Fwd,1.8L Inline-4 Gas Inline,"Fontana, Ca",9 days ago,1VWAT7A36HC004459,004459,,Yes,Affordable (5K-15K),23.0,34.0,Affordable,Other,california,california,9.0,6,22.382456202161467,0.4193534786989928,31.382456202161467
2015,Volkswagen,2015 Volkswagen Passat V6 Dsg Sel Premium,5950,Black Uni,Titan Black,138923,Gas,20 city / 28 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Arlington, Va",38 days ago,1VWCM7A33FC099176,099176,Wheel Type; Moonroof; Premium Audio; Navigation; Seat Material; Front Heated Seats; Remote Engine Start; Climate Control; Backup Camera; Bluetooth; See less; Car-Net Telematics; Daytime Running Lights; AM/FM Stereo; Fender Premium Sound; Backup Camera; See all features,No,Affordable (5K-15K),20.0,28.0,Affordable,Other,virginia,virginia,38.0,5,28.768486299208448,0.3141480585553385,66.76848629920845
2014,Volkswagen,2014 Volkswagen Passat Sel Premium Sedan 3.6L V6 Dsg,9995,Platinum Gray Metallic,Titan Black,68573,Gas,20 city / 28 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Raleigh, Nc",50 days ago,1VWCM7A3XEC114254,114254,Wheel Type; Moonroof; Premium Audio; Navigation; Seat Material; Front Heated Seats; Remote Engine Start; Climate Control; Backup Camera; Bluetooth; See less,No,Affordable (5K-15K),20.0,28.0,Affordable,Other,north carolina,Unmatched,50.0,5,9.75,0.4491922714365047,59.75
2020,Volkswagen,2020 Volkswagen Passat 2.0T Se,11652,Deep Black Pearl,Titan Black,66195,Gas,23 city / 34 highway,Automatic Transmission,Fwd,2.0L Inline-4 Gas Inline,"Fort Myers, Fl",134 days ago,1VWSA7A39LC019394,CU321,Wheel Type; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; 4 Cylinder Engine; ABS; 4-Wheel Disc Brakes; 6-Speed A/T; A/C; See all features,Yes,Affordable (5K-15K),23.0,34.0,Affordable,Other,florida,florida,134.0,6,9.6,0.48304893697756,143.6
2014,Ford,2014 Ford Mustang V6 Convertible,10250,Black,Black,89420,Gas,19 city / 29 highway,Automatic Transmission,Rwd,3.7L V-6 Gas V,"Arlington, Tx",7 days ago,1ZVBP8EM1E5285216,251233,Power Door Locks; Vehicle Anti-Theft; ABS Brakes; Electronic Brake Assistance; Limited Slip Differential; Traction Control; Vehicle Stability Control System; Driver Airbag; Front Side Airbag; Front Side Airbag with Head Protection; Passenger Airbag; Keyless Entry; Air Conditioning; Cruise Control; Tachometer; Tilt Steering; Tilt Steering Column; Steering Wheel Mounted Controls; Tire Pressure Monitor; Trip Computer; CD Player; Removable Top; Automatic Headlights; High Intensity Discharge Headlights; Alloy Wheels; Power Windows; Glass Rear Window on Convertible; Power Adjustable Exterior Mirror; Rear Window Defogger; See less,No,Affordable (5K-15K),19.0,29.0,Affordable,Black,texas,texas,7.0,3,20.778422760782213,0.5384792347975775,27.778422760782213
2023,Dodge,2023 Dodge Charger Sxt Rwd,22000,Triple Nickel Clearcoat,Black,13,Gas,19 city / 30 highway,Automatic Transmission,Rwd,3.6L V-6 Gas V,"Mobile, Al",181 days ago,2C3CDXBG0PH646413,L646413,"Engine: 3.6L V6 24V VVT; Transmission: 8 Speed Automatic (8HP50); Quick Order Package 2eg; 17"" X 7"" Painted Cast Aluminum Wheels; Tires: P215/65R17 Low Rolling Res; Black, Houndstooth Cloth Sport Seat; Power Sunroof; See less; Wheel Type; Moonroof; Premium Audio; Apple CarPlay; Android Auto; See all features; Quick Order Package 2EG; 276 Watt Amplifier; 2-Piece Shark Fin Antenna; 6 Speakers; AM/FM radio: SiriusXM; See all features",Yes,Mid-range (15K-30K),19.0,30.0,Mid-range,Other,alabama,Unmatched,181.0,7,13.35,0.3503222013364925,194.35
2022,Dodge,2022 Dodge Charger Sxt Rwd,16550,Torred Clearcoat,Black,55907,Gas,19 city / 30 highway,Automatic Transmission,Rwd,3.6L V-6 Gas V,"Orange, Ca",12 days ago,2C3CDXBG4NH156957,NH156957,"Engine: 3.6L V6 24V VVT; 17"" X 7"" Painted Cast Aluminum Wheels; Tires: P215/65R17 Low Rolling Res; Front License Plate Bracket; Wheel Type; Apple CarPlay; Android Auto; Remote Engine Start; Climate Control; Backup Camera; Parking Sensors; Bluetooth; See less; Air filtration; Front air conditioning; Front air conditioning zones: dual; Rear vents: second row; Airbag deactivation: occupant sensing passenger; See all features",Yes,Mid-range (15K-30K),19.0,30.0,Mid-range,Other,california,california,12.0,1,30.656309784912224,0.4114382489609988,42.656309784912224
2021,Dodge,2021 Dodge Charger Sxt Rwd,13900,Octane Red Pearlcoat,Black,58224,Gas,19 city / 30 highway,Automatic Transmission,Rwd,3.6L V-6 Gas V,"Great Neck, Ny",107 days ago,2C3CDXBG8MH642590,VE1053-215,"Engine: 3.6L V6 24V VVT; Transmission: 8 Speed Automatic (8HP50); Quick Order Package 2eg; 17"" X 7.0"" Painted Cast Aluminum Wheels; Tires: P215/65R17 Low Rolling Res; Black, Nappa Leather Sport Seat; Front License Plate Bracket; See less; Wheel Type; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; See all features; TRANSMISSION: 8-SPEED AUTOMATIC (8HP50)  (STD); BLACK  NAPPA LEATHER SPORT SEAT  -inc: Rear Seat Armrest w/Storage Cupholder  Ventilated Front Seats  Power Driver/Passenger 4-Way Lumbar Adjust; ENGINE: 3.6L V6 24V VVT  (STD); MANUFACTURER'S STATEMENT OF ORIGIN; WHEELS: 17"" X 7.0"" PAINTED CAST ALUMINUM  (STD); See all features",Yes,Affordable (5K-15K),19.0,30.0,Affordable,Other,new york,new york,107.0,1,8.4,0.3324009405699352,115.4
2018,Dodge,2018 Dodge Challenger Sxt Rwd Automatic,11999,White Knuckle Clearcoat,Black,119173,Gas,19 city / 30 highway,Automatic Transmission,Rwd,3.6L V-6 Gas V,"Garland, Tx",44 days ago,2C3CDZAG1JH332726,16902,"Engine: 3.6L V6 24V VVT; Transmission: 8 Speed Automatic (845re); Quick Order Package 21A SXT; 20"" X 8.0"" Gloss Black Painted Aluminum Wheels; Tires: P245/45R20 BSW As Performance; Black, Houndstooth Cloth Sport Seats; Blacktop Package; Compact Spare Tire; SiriusXM Satellite Radio; See less; Wheel Type; Apple CarPlay; Android Auto; Climate Control; Backup Camera; Bluetooth; Air Conditioning; Power Windows; Power Locks; Power Steering; Tilt Wheel; See all features",Yes,Affordable (5K-15K),19.0,30.0,Affordable,Other,texas,texas,44.0,1,9.9,0.5088693956507896,53.9
2022,Dodge,2022 Dodge Challenger Gt Awd,16126,Smoke Show,Black,64487,Gas,18 city / 27 highway,Automatic Transmission,Awd,3.6L V-6 Gas V,"Fort Lauderdale, Fl",50 days ago,2C3CDZKG7NH234479,LU1195,"Engine: 3.6L V6 24V VVT; Transmission: 8 Speed Automatic (850re); Quick Order Package 21J; 20"" X 8"" Black Noise Awd Wheels; Blacktop Package; Driver Convenience Group; Plus Package; Front License Plate Bracket; Radio: Uconnect 4C with 8.4"" Display; SiriusXM Satellite Radio; See less; Wheel Type; Premium Audio; Apple CarPlay; Android Auto; Seat Material; See all features",Yes,Mid-range (15K-30K),18.0,27.0,Mid-range,Other,florida,florida,50.0,1,15.15,0.4024277848279496,65.15
2014,Chrysler,2014 Chrysler Town & Country Touring,7050,Maximum Steel Metallic Clearcoat,Black/Light Graystone,127014,Gas,17 city / 25 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Langhorne, Pa",134 days ago,2C4RC1BG0ER124961,18763,"Engine: 3.6L V6 24V VVT; Transmission: 6 Speed Automatic 62te; Quick Order Package 29K; Tires: P225/65R17 BSW As Touring; Black/Light Graystone, Leather Trimmed Bucket Seats (ML); Compact Spare Tire; Wheel Type; Power Trunk/Liftgate; Seat Material; Third Row Seating; Climate Control; Backup Camera; Bluetooth; See less; Body Side Moldings - Chrome; Door Handle Color - Body-Color; Front Bumper Color - Body-Color; Grille Color - Chrome; Mirror Color - Body-Color; See all features",No,Affordable (5K-15K),17.0,25.0,Affordable,Other,pennsylvania,Unmatched,134.0,3,13.5,0.3272736060073857,147.5
2022,Chrysler,2022 Chrysler Pacifica Touring L Fwd,19347,Brilliant Black Crystal Pearlcoat,Black/Alloy/Black,64222,Gas,19 city / 28 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Glenview, Il",52 days ago,2C4RC1BG1NR190211,P8036,"Engine: 3.6L V6 24V VVT Upg I with Ess; Transmission: 9 Speed 948te Automatic; Quick Order Package 27L; 17"" X 7.0"" Aluminum Wheels; Tires: 235/65R17 BSW As; Safety Sphere Unavailable; Black Seats; Parksense Rear Park Assist Unavailable; See less; Wheel Type; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; See all features; Driver Air Bag; Passenger Air Bag; Front Head Air Bag; Rear Head Air Bag; Multi-Zone A/C; See all features",Yes,Mid-range (15K-30K),19.0,28.0,Mid-range,Other,illinois,Unmatched,52.0,1,11.7,0.6252301633892461,63.7
2018,Chrysler,2018 Chrysler Pacifica Touring L,13427,Brilliant Black Crystal Pearlcoat,Black/Alloy,57814,Gas,19 city / 28 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"South Amboy, Nj",39 days ago,2C4RC1BG2JR109162,10625,"Engine: 3.6L V6 24V VVT Upg I with Ess; Transmission: 9 Speed 948te FWD Automatic; Quick Order Package 27L; 17"" X 7.0"" Aluminum Wheels; Tires: P235/65R17 BSW As; Black/Alloy, Perforated Leather Trim Bucket Seats; Inflatable Spare Tire Kit; 8 Passenger Seating; Black Seats; See less; Wheel Type; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; See all features; Heated Seats; Air Conditioning; Leather; Rear Park Assist; Knee Air Bags; See all features",Yes,Affordable (5K-15K),19.0,28.0,Affordable,Other,new jersey,Unmatched,39.0,1,13.582313486974387,0.4865946224401213,52.58231348697439
2022,Chrysler,2022 Chrysler Pacifica Touring L Fwd,19895,Ceramic Gray Clearcoat,Black/Alloy/Black,62426,Gas,19 city / 28 highway,Automatic Transmission,Fwd,3.6L V-6 Gas V,"Marlow Heights, Md",39 days ago,2C4RC1BG2NR194476,P1U0209,"Engine: 3.6L V6 24V VVT Upg I with Ess; Transmission: 9 Speed 948te Automatic; Quick Order Package 27L; 17"" X 7.0"" Aluminum Wheels; Tires: 235/65R17 BSW As; Safety Sphere Unavailable; Black Seats; Parksense Rear Park Assist Unavailable; See less; Wheel Type; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; See all features; Quick Order Package 27L; Safety Sphere Unavailable; 6 Speakers; AM/FM radio: SiriusXM; GPS Antenna Input; See all features",Yes,Mid-range (15K-30K),19.0,28.0,Mid-range,Other,maryland,Unmatched,39.0,1,11.55,0.6079816813347965,50.55
